title,release_date,rating,ratings_count,added,genres,tags,developers
Resident Evil Revelations 2,2015-02-24,3.68,764,5390,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|Story Rich|cooperative|Third Person|Horror|Online Co-Op|Gore|Steam Leaderboards|Female Protagonist|Survival|Local Co-Op|Action RPG|Third-Person Shooter|Zombies|Survival Horror|Episodic|island|escape|terror,
Far Cry 3: Blood Dragon,2013-04-30,4.0,1119,5378,Shooter,Singleplayer|Atmospheric|steam-trading-cards|Great Soundtrack|Open World|First-Person|Sci-fi|Partial Controller Support|FPS|Funny|Comedy|Stealth|Retro|Post-apocalyptic|Futuristic|Cyberpunk|Dragons|1980s|Parody,
The Elder Scrolls Online: Tamriel Unlimited,2015-03-17,3.48,765,5363,Action|RPG|Massively Multiplayer,Singleplayer|Multiplayer|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|First-Person|Third Person|Partial Controller Support|Fantasy|Exploration|Sandbox|Female Protagonist|Action RPG|role-playing|Magic|mmo|3rd-Person Perspective|MMORPG,
Endless Space - Collection,2012-07-04,3.09,357,5347,Strategy,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Sci-fi|Exploration|Sandbox|Cross-Platform Multiplayer|Space|Turn-Based|Replay Value|Futuristic|Aliens|Turn-Based Strategy|Grand Strategy|4X|Diplomacy,
Fortnite Battle Royale,2017-09-26,3.28,1124,5337,Action|Shooter,Multiplayer|Sci-fi|Sandbox|Comedy|Free to Play|3D|island|Battle Royale|build|Solo|dance|Team|bus,
Lords of the Fallen (2014),2014-10-28,2.91,892,5336,Action|Adventure|RPG,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|First-Person|Third Person|Partial Controller Support|Horror|Online Co-Op|Fantasy|Difficult|Action-Adventure|Action RPG|PvP|Cross-Platform Multiplayer|Hack and Slash|Character Customization|3D|Dark Fantasy|combat|Medieval|Magic|Online PvP|Lore-Rich|Souls-like,
Serious Sam 3: BFE,2011-11-22,3.46,776,5333,Action|Shooter|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Co-op|cooperative|First-Person|Sci-fi|FPS|Online Co-Op|Funny|Gore|Difficult|Steam Leaderboards|Comedy|Split Screen|Local Co-Op|Local Multiplayer|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Nudity|Aliens,
Darksiders II,2012-08-14,3.74,971,5325,Action|RPG,War|combat|battle|character|Soundtrack|death|quest|apocalypse,
Jet Set Radio,2000-06-29,3.41,507,5305,Action|Sports|Platformer,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|Open World|Third Person|Classic|Female Protagonist|Controller|Retro|Anime|Colorful|Parkour|Music|Stylized|3D Platformer|Cult Classic,
Mark of the Ninja,2012-09-07,3.98,765,5301,Action|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|2D|Steam Leaderboards|Stealth|Controller|Dark|controller support|Replay Value|Short|Side Scroller|Assassin|Cartoon|Ninja,
BattleBlock Theater,2013-04-03,3.84,900,5296,Action|Adventure|Casual|Indie|Platformer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|cooperative|2D|Online Co-Op|Funny|Difficult|Steam Leaderboards|Sandbox|Comedy|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|stats|Steam Workshop|Includes level editor|Team-Based|Level Editor|cats,
Resident Evil 3,2020-04-02,4.04,1047,5289,Action|Shooter|Adventure,Singleplayer|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|Third Person|Horror|Gore|Difficult|Classic|Female Protagonist|Violent|Third-Person Shooter|PvP|Zombies|Survival Horror|Online PvP|Steam Trading Cards|Remake|Masterpiece|first person mod,
Drawful 2,2016-06-20,3.2,316,5283,Strategy|Casual|Indie,Steam Achievements|Multiplayer|Steam Cloud|Co-op|cooperative|Partial Controller Support|Funny|Comedy|Local Multiplayer|Family Friendly|party|Board Game,
Game of Thrones - A Telltale Games Series,2014-12-02,3.24,975,5283,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Story Rich|Open World|Third Person|Fantasy|Gore|Female Protagonist|Controller|Point & Click|Nudity|War|controller support|Choices Matter|Mature|Medieval|achievements|Episodic|Choose Your Own Adventure|Dragons|Interactive Fiction|Based On A Novel,
Mafia: Definitive Edition,2020-09-25,4.24,1096,5281,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Story Rich|Open World|Third Person|Gore|Classic|Violent|Third-Person Shooter|Sexual Content|Crime|Remake|Driving|first person mod|mafia,
Mafia II: Definitive Edition,2020-05-19,3.89,615,5276,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Story Rich|Open World|Third Person|Gore|Violent|Third-Person Shooter|Nudity|Sexual Content|Crime|Driving|Noir|mafia,
Orwell: Keeping an Eye On You,2016-10-27,3.28,554,5259,Adventure|Simulation|Indie|Puzzle,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Point & Click|Mystery|Choices Matter|Cyberpunk|Dystopian|Visual Novel|Detective|Episodic|Interactive Fiction|Political|Hacking|Politics|Mouse only,
Slay the Spire,2019-01-22,4.37,1070,5234,RPG|Strategy|Card|Indie,Singleplayer|Steam Achievements|2D|Steam Leaderboards|Early Access|stats|role-playing|Dungeon Crawler,
Final Fantasy VII,2020-04-10,4.37,813,5210,Action|Adventure|RPG,Singleplayer|Atmospheric|RPG|Story Rich|Sci-fi|Fantasy|Exploration|Action-Adventure|exclusive|Cinematic|Magic|JRPG|3rd-Person Perspective|Drama|Party-Based RPG|Role Playing Game,
Deep Rock Galactic,2020-05-13,4.11,680,5204,Action|Indie,Singleplayer|Multiplayer|Full controller support|Co-op|cooperative|Sci-fi|Horror|FPS|Online Co-Op|Exploration|Free to Play|Online multiplayer|Early Access|Mining,
Dragon's Dogma: Dark Arisen,2013-04-23,3.91,674,5187,Action|Adventure|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Fantasy|Exploration|Difficult|Steam Leaderboards|Action RPG|role-playing|Hack and Slash|Character Customization|controller support|Dark Fantasy|Magic|Walking Simulator|overlay|JRPG|achievements|Dragons|cloud saves|leaderboards,
Remember Me,2013-06-04,3.67,945,5182,Action|Adventure|Casual|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|First-Person|Third Person|Sci-fi|Fantasy|Exploration|Female Protagonist|Survival|Action-Adventure|Dark|Hack and Slash|Cute|Mystery|3D|Futuristic|Parkour|Cyberpunk|Beat 'em up|Dystopian|Linear|3D Vision|Drama|Family Sharing|nature|Thriller|cats|Dog|Котики|Stereo Sound|Surround Sound,
Far Cry 2,2008-10-21,3.45,1031,5162,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|Open World|First-Person|FPS|Exploration|Sandbox|Survival|Stealth|Controller|Realistic|Level Editor|Immersive Sim,
Stellaris,2016-05-08,4.11,690,5162,Strategy|Simulation,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Open World|Sci-fi|Exploration|Sandbox|Steam Workshop|Cross-Platform Multiplayer|Space|Moddable|Replay Value|Building|RTS|Real-Time with Pause|Grand Strategy|4X,
Vampire Survivors,2022-10-20,4.19,778,5159,Action|RPG|Casual|Indie,Singleplayer|Steam Achievements|Full controller support|RPG|2D|Pixel Graphics|Action RPG|Controller|Early Access|Retro|Dark Fantasy|Roguelike|Metroidvania|Roguelite|Loot|Bullet Hell|Touch-Friendly|1980s|Score Attack|Vampire|Action Roguelike|Spooky|Halloween,
Oxenfree,2016-01-14,3.91,922,5156,Adventure|RPG|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Horror|Female Protagonist|Captions available|Mystery|Short|Choices Matter|Side Scroller|Walking Simulator|Multiple Endings|overlay|achievements|2.5D|Supernatural|Lovecraftian|Thriller,
ABZU,2016-08-02,3.92,1097,5141,Adventure|Simulation|Indie,Singleplayer|Steam Achievements|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|Third Person|Fantasy|Exploration|Controller|Family Friendly|Short|Colorful|Walking Simulator|Relaxing|Underwater,
Tales from the Borderlands: A Telltale Game Series,2015-10-21,4.18,1114,5139,Adventure,Singleplayer|Steam Achievements|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|Sci-fi|Funny|Female Protagonist|Comedy|Point & Click|Choices Matter|Memes|Visual Novel|achievements|Dark Humor|Episodic|Choose Your Own Adventure|Quick-Time Events,
The Playroom,2013-11-15,2.27,778,5133,Arcade,exclusive|true exclusive,
Child of Light,2014-04-29,3.85,959,5133,RPG|Indie,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|2D|Partial Controller Support|Fantasy|Female Protagonist|Split Screen|Local Co-Op|role-playing|Turn-Based|Cute|Side Scroller|Turn-Based Strategy|Metroidvania|Hand-drawn,
Broken Age,2014-01-28,3.65,686,5133,Adventure|Casual|Family|Indie|Puzzle,Singleplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Story Rich|2D|Sci-fi|Fantasy|Funny|Female Protagonist|Comedy|Action-Adventure|Controller|Point & Click|Short|Hand-drawn|Kickstarter|Episodic|Touch-Friendly|Crowdfunded|Coming Of Age,
VRChat,2017-02-01,3.14,531,5122,Adventure|Simulation|Sports|Casual|Massively Multiplayer,Singleplayer|Multiplayer|Co-op|Partial Controller Support|Horror|Online Co-Op|Free to Play|Online multiplayer|Early Access|Cross-Platform Multiplayer|VR|MMORPG,
F.E.A.R. 3,2011-03-25,3.35,651,5114,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Co-op|Story Rich|cooperative|First-Person|Sci-fi|Partial Controller Support|Horror|FPS|Online Co-Op|Gore|Steam Leaderboards|Controller|Zombies|Short|Mechs|Bullet Time,
PlanetSide 2,2012-11-20,2.97,527,5103,Action|Shooter|Massively Multiplayer,Multiplayer|steam-trading-cards|RPG|Co-op|Open World|cooperative|First-Person|Sci-fi|FPS|Online Co-Op|Free to Play|Tactical|PvP|Space|War|Team-Based|Futuristic|mmo,
F.E.A.R. 2: Project Origin,2009-02-10,3.86,679,5087,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Story Rich|cooperative|First-Person|Sci-fi|Horror|FPS|Gore|Classic|Zombies|Bullet Time,
Destiny,2014-09-09,3.68,1063,5076,Action|Shooter,Singleplayer|Multiplayer|Co-op|First-Person|Sci-fi|raid,
Gwent: The Witcher Card Game,2018-10-23,3.59,1028,5061,RPG|Strategy|Board Games|Card,Singleplayer|Steam Achievements|Multiplayer|RPG|Partial Controller Support|Fantasy|Free to Play|PvP|Cross-Platform Multiplayer|In-App Purchases|controller support|Online PvP|Steam Trading Cards|overlay|Card Game|Remote Play on Tablet|Trading Card Game|deckbuilding|leaderboards,
Sonic Mania,2017-08-15,3.86,857,5049,Action|Adventure|Casual|Platformer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|2D|Partial Controller Support|Steam Leaderboards|Classic|Split Screen|Local Co-Op|Action-Adventure|Pixel Graphics|Local Multiplayer|Retro|Family Friendly|Colorful|Side Scroller|Fast-Paced|Remake|Cartoony,
Monaco: What's Yours Is Mine,2013-04-24,2.99,365,5029,Action|Strategy|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Co-op|2D|Online Co-Op|Steam Leaderboards|Stealth|Split Screen|Local Co-Op|Pixel Graphics|Controller|Local Multiplayer|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Crime|Top-Down|Loot|Heist,
Resident Evil: Village,2021-05-07,4.38,1013,5024,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Story Rich|Open World|First-Person|Horror|FPS|Gore|Survival|Violent|Dark|Zombies|Nudity|Survival Horror|Sexual Content|Steam Trading Cards|Dating Sim|evil,
Lara Croft and the Guardian of Light,2010-08-05,3.43,501,5010,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Co-op|cooperative|Third Person|Partial Controller Support|Online Co-Op|Exploration|Difficult|Steam Leaderboards|Female Protagonist|Split Screen|Local Co-Op|Controller|Local Multiplayer|stats|Isometric|Puzzle-Platformer|Twin Stick Shooter|Lara Croft,
The Elder Scrolls III: Morrowind,2002-05-01,4.37,1045,5001,RPG,Singleplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Third Person|Fantasy|Exploration|Classic|Sandbox|Action RPG|Moddable|Character Customization|Medieval|Magic|Cult Classic|vr mod,
The Flame in the Flood,2016-02-23,2.9,398,4994,Action|Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Open World|Exploration|Difficult|Female Protagonist|Survival|Post-apocalyptic|Crafting|Roguelike|Isometric|Roguelite|Kickstarter,
Dying Light,2015-01-27,4.1,1394,4993,Action|Adventure|RPG,Horror|Survival|Zombies|Parkour|city|skill|night|environment|fast,
The Talos Principle,2014-12-11,4.15,840,4984,Adventure|Indie|Puzzle,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|First-Person|Third Person|Sci-fi|Exploration|Difficult|Controller|Steam Workshop|Includes level editor|Post-apocalyptic|Mystery|Walking Simulator|Multiple Endings|Robots|Philisophical,
STAR WARS Battlefront,2015-11-17,3.29,1144,4974,Action|Shooter|Adventure|Strategy,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Co-op|cooperative|First-Person|Third Person|Sci-fi|Online Co-Op|Split Screen|Third-Person Shooter|PvP|Space|combat|Aliens|Online PvP|Steam Trading Cards|Epic|Star Wars|work|Vehicular Combat|planets|army|laser,
Gris,2018-12-13,4.2,1070,4972,Adventure|Indie|Puzzle|Platformer,Singleplayer|Full controller support|Atmospheric|2D|Female Protagonist|Cute|Relaxing|Drama|relaxation,
Battlefield 3,2011-10-25,4.08,1360,4967,Action|Shooter,Singleplayer|Multiplayer|Full controller support|Atmospheric|First-Person|FPS|Violent|Tactical|PvP|War|Team-Based|Military|Online PvP|Steam Trading Cards|Destruction,
Vampyr,2018-06-04,3.49,879,4961,Action|Adventure|RPG,Singleplayer|Full controller support|Atmospheric|RPG|Story Rich|Open World|Third Person|Horror|Gore|Violent|role-playing|Choices Matter|Detective|Vampire,
Divinity: Original Sin,2014-06-30,4.18,796,4956,RPG|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Co-op|Story Rich|Open World|cooperative|Online Co-Op|Fantasy|Female Protagonist|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Turn-Based|Captions available|Isometric|Magic|Turn-Based Strategy|Kickstarter|CRPG|Crowdfunded,
Spelunky,2012-07-04,3.68,637,4948,Indie|Platformer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|Great Soundtrack|Co-op|cooperative|2D|Difficult|Steam Leaderboards|Split Screen|Local Co-Op|Controller|Local Multiplayer|Retro|controller support|Replay Value|Side Scroller|Roguelike|overlay|Roguelite|Procedural Generation|Perma Death,
Battlefield V,2018-11-20,3.51,1004,4947,Action|Shooter|Adventure|Massively Multiplayer,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Open World|First-Person|FPS|Female Protagonist|Violent|Action-Adventure|PvP|War|Historical|combat|Military|Online PvP|Steam Trading Cards|Destruction|World War II|LGBTQ+|Battle Royale|ww2,
Tomb Raider: Underworld,2008-11-18,3.7,525,4946,Action|Adventure,Singleplayer|Atmospheric|Third Person|Exploration|Female Protagonist|Action-Adventure|Third-Person Shooter|Parkour|3D Vision|Lara Croft,
Valheim,2021-02-02,4.0,629,4941,Action|Adventure|Indie,Singleplayer|Multiplayer|Steam Cloud|Co-op|cooperative|Online Co-Op|Fantasy|Exploration|Survival|Online multiplayer|Early Access|Crafting|Sailing|coop|Forest|Norse|viking,
Heroes & Generals,2016-10-18,2.77,472,4926,Action|Shooter|Massively Multiplayer|Indie,Singleplayer|Multiplayer|Atmospheric|Co-op|Open World|cooperative|First-Person|FPS|Free to Play|Online multiplayer|Tactical|War|In-App Purchases|Historical|RTS|mmo|World War II,
Uncharted: Legacy of Thieves Collection,2022-01-28,4.46,506,4925,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Third Person|Funny|Exploration|Female Protagonist|Violent|Stealth|Action-Adventure|Controller|Third-Person Shooter|Cinematic|combat|Parkour|3rd-Person Perspective|puzzles|Протагонистка|Remote Play on TV|qte|ambient,
Killer is Dead - Nightmare Edition,2014-05-23,3.22,402,4916,Action,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Gore|Steam Leaderboards|Comedy|Hack and Slash|Cyberpunk|Beat 'em up|Surreal|Stylized|Character Action Game|Swordplay|Spectacle fighter,
Rogue Legacy,2013-06-27,3.87,916,4913,Action|RPG|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|steam-trading-cards|RPG|2D|Fantasy|Exploration|Difficult|Pixel Graphics|Controller|role-playing|controller support|Replay Value|Side Scroller|Roguelike|Medieval|Metroidvania|Roguelite|Procedural Generation|Perma Death,
Overlord,2007-06-26,3.82,639,4911,Action|RPG|Casual,Singleplayer|Multiplayer|Atmospheric|RPG|Story Rich|Open World|2D|Third Person|Partial Controller Support|Fantasy|Funny|Comedy|Action-Adventure|Action RPG|Hack and Slash|RTS|Dark Humor|Family Sharing|1980s|2D Platformer|2D-платформер|Villain Protagonist,
Outer Wilds,2019-05-29,4.36,868,4908,Adventure|Indie|Puzzle,Space|Surreal|vr mod|planetary,
Assassin's Creed Revelations,2011-11-15,3.99,1453,4897,Action,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Sci-fi|Sandbox|Stealth|Action-Adventure|Controller|Historical|Medieval|Parkour|Assassin|Conspiracy,
Deponia,2012-01-27,3.85,723,4893,Adventure|RPG|Indie|Puzzle,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Sci-fi|Funny|Difficult|Comedy|Point & Click|Dystopian|Steampunk|achievements|Dark Humor|Hand-drawn|Hidden Object,
Crysis 2 - Maximum Edition,2011-03-22,3.7,612,4887,Action,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Sci-fi|Partial Controller Support|FPS|Survival|Stealth|Futuristic|Aliens|Cyberpunk|3D Vision|Benchmark,
Star Wars: Battlefront II (2005),2005-10-30,4.22,844,4876,Action|Shooter,Singleplayer|Multiplayer|Steam Cloud|Great Soundtrack|Co-op|Open World|First-Person|Third Person|Sci-fi|Partial Controller Support|FPS|Classic|Tactical|Third-Person Shooter|Space|Moddable|Military|Star Wars,
Max Payne 2: The Fall of Max Payne,2003-10-14,4.42,1604,4867,Action|Shooter,Physics|Story|Drama|Destruction|character|Romance|first person mod|police|fall,
Crash Bandicoot N. Sane Trilogy,2017-06-30,4.12,641,4866,Action|Platformer,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|Great Soundtrack|Partial Controller Support|Horror|Funny|Difficult|Classic|Female Protagonist|Comedy|Controller|Retro|Family Friendly|Colorful|Remake|1990's|3D Platformer|Cartoony|Souls-like,
Gothic Playable Teaser,2019-12-01,2.54,244,4865,RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|RPG|Open World|Third Person|Fantasy|Gore|Exploration|Action RPG|Dark Fantasy|Medieval|Sexual Content|Gothic,
Tabletop Simulator,2015-06-05,4.05,668,4848,RPG|Strategy|Simulation|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|RPG|Co-op|cooperative|Online Co-Op|Sandbox|Comedy|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Moddable|Physics|VR|Relaxing|Card Game|Board Game|Chess,
Burnout Paradise: The Ultimate Box,2009-02-05,3.98,665,4847,Racing|Arcade,Singleplayer|Multiplayer|Great Soundtrack|Co-op|Open World|cooperative|Third Person|Online Co-Op|Funny|Exploration|Sandbox|Controller|Fast-Paced|3D Vision|Driving|Destruction,
Dust: An Elysian Tail,2012-08-15,3.63,625,4842,Action|RPG|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|2D|Fantasy|Exploration|Action RPG|Controller|Anime|role-playing|Hack and Slash|Cute|controller support|Side Scroller|Beat 'em up|Metroidvania,
DiRT Showdown,2012-05-24,3.29,435,4830,Racing|Arcade,Multiplayer|Physics|party|night|cars|car,
Day of Defeat: Source,2005-09-26,3.2,361,4801,Action,Steam Achievements|Multiplayer|steam-trading-cards|First-Person|FPS|Online Co-Op|Gore|Classic|Comedy|Tactical|stats|Cross-Platform Multiplayer|War|Realistic|Historical|Team-Based|Military|Valve Anti-Cheat enabled|World War II|Includes Source SDK|Class-Based,
Sniper Elite 4,2017-02-13,3.58,737,4800,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|Open World|cooperative|Third Person|FPS|Gore|Steam Leaderboards|Violent|Stealth|Tactical|Third-Person Shooter|Nudity|War|World War II|Sniper,
Persona 5,2016-09-15,4.35,1433,4794,Action|Adventure|RPG,Singleplayer|Atmospheric|RPG|Exploration|Action-Adventure|Anime|JRPG|3rd-Person Perspective|Drama|lifestyle|japanese,
Medal of Honor,2010-10-12,3.28,705,4778,Shooter,Singleplayer|Multiplayer|Co-op|cooperative|First-Person|FPS|Stealth|Controller|War|Realistic|Mature|Military|Linear|America|Modern|warfare|nato|nato-forces|special-ops,
Life is Strange 2,2018-09-27,3.79,767,4767,Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Action-Adventure|Point & Click|Choices Matter|Walking Simulator|3rd-Person Perspective|Drama|Episodic,
Machinarium,2009-10-16,4.18,917,4753,Adventure|Family|Indie|Puzzle,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|2D|Sci-fi|Difficult|Steam Leaderboards|Classic|Point & Click|Cute|Robots|Steampunk|Stylized|Hand-drawn|Touch-Friendly|Hidden Object,
Valiant Hearts: The Great War,2014-06-24,4.36,1357,4742,Adventure|Puzzle,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|2D|Point & Click|War|Historical|Side Scroller|Music|Comic Book|Education|Other|World War I,
The LEGO NINJAGO Movie Video Game,2017-09-22,2.92,279,4724,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|cooperative|Local Co-Op|Local Multiplayer|LEGO,
Red Faction: Guerrilla,2009-06-02,3.67,627,4718,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|Open World|cooperative|Third Person|Sci-fi|FPS|Funny|Steam Leaderboards|Sandbox|Survival|Controller|Third-Person Shooter|Physics|Destruction|Mars,
Yakuza Kiwami,2016-01-21,4.1,773,4711,Action|Adventure|RPG|Fighting,Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|RPG|Story Rich|Open World|Beat 'em up|Crime|Steam Trading Cards|Minigames|Single player only,
Crysis,2007-11-12,4.01,1111,4709,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|First-Person|Sci-fi|FPS|Classic|Sandbox|Stealth|Moddable|Futuristic|Aliens|Destruction|Benchmark,
Pillars of Eternity,2015-03-26,3.96,717,4708,RPG,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Fantasy|Exploration|Classic|Character Customization|Dark Fantasy|Isometric|Commentary available|Kickstarter|Real-Time with Pause|CRPG|Party-Based RPG|Crowdfunded,
S.T.A.L.K.E.R.: Call of Pripyat,2009-10-02,4.27,929,4699,Shooter|RPG,Singleplayer|Multiplayer|Atmospheric|RPG|Open World|First-Person|Sci-fi|Horror|FPS|Classic|Sandbox|Survival|Action RPG|Zombies|Moddable|Survival Horror|Post-apocalyptic,
Forza Horizon 5,2021-11-08,4.29,753,4686,Racing|Arcade,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Co-op|Open World|cooperative|First-Person|Third Person|Online Co-Op|Exploration|PvP|Cross-Platform Multiplayer|Online PvP|Steam Trading Cards|Driving|Beautiful|cars|drift|mexico|festival|racing-game|sprint|photorealism,
The Swapper,2013-05-13,3.53,528,4684,Action|Adventure|Indie|Puzzle|Platformer,Singleplayer|Steam Achievements|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|2D|Sci-fi|Horror|Exploration|Difficult|Space|Mystery|Side Scroller|Metroidvania|Puzzle-Platformer|puzzles|cerebral,
Marvel's Guardians of the Galaxy,2021-10-26,4.3,888,4675,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|RPG|Story Rich|Open World|Sci-fi|Exploration|Comedy|Violent|Action-Adventure|Third-Person Shooter|Space|Choices Matter|Realistic|Cinematic|Aliens|Story|Superhero|console|offline|fight|fire|galaxy|pack|rocket|jet|comics,
S.T.A.L.K.E.R.: Clear Sky,2008-08-22,3.88,882,4671,Shooter|RPG,Singleplayer|Multiplayer|Atmospheric|RPG|Open World|First-Person|Sci-fi|Horror|FPS|Classic|Sandbox|Survival|Zombies|Moddable|Survival Horror|Post-apocalyptic|Inventory Management,
The Elder Scrolls IV: Oblivion Game of the Year Edition,2009-06-16,4.32,678,4671,RPG,Singleplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Third Person|Fantasy|Exploration|Classic|Sandbox|Action RPG|Moddable|Character Customization|Dark Fantasy|Medieval|Magic,
Binary Domain,2012-02-16,3.55,543,4669,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|RPG|Co-op|Story Rich|cooperative|Third Person|Sci-fi|Steam Leaderboards|Controller|Third-Person Shooter|Futuristic|Cyberpunk|Dystopian|Robots|Transhumanism|Voice Control,
Mass Effect 3,2012-03-05,4.4,1774,4666,Action|RPG,RPG|Space|combat|Story|Romance|friends|race|alien|relationship,
Hitman 2: Silent Assassin,2002-10-01,3.94,652,4651,Action|Shooter,Singleplayer|Great Soundtrack|First-Person|Third Person|FPS|Gore|Difficult|Classic|Sandbox|Stealth|Crime|Assassin,
